country,year,co2_per_dollar,co2_total,co2_per_capita,nuclear_usage,gdp,life_exp,nox_total,population,primary_completion,renewable_usage,income,region
Cyprus,1987,0.521422647185918,4121.708,5.69781471528262,0,7904735289.58624,76.064,10.42525753,723384,68.5317230224609,NA,High income,Europe & Central Asia
Cyprus,1988,0.480778588973166,4129.042,5.60648547949967,0,8588240189.35348,76.231,13.04908668,736476,78.9349517822266,NA,High income,Europe & Central Asia
Cyprus,1989,0.468323705349678,4341.728,5.78093131818018,0,9270784182.82972,76.394,14.47356458,751043,78.2171173095703,NA,High income,Europe & Central Asia
Cyprus,1990,0.457960391141049,4560,5.94821918665929,0,9957192997.93233,76.554,30,766616,78.5998611450195,0,High income,Europe & Central Asia
Cyprus,1991,0.505441896510268,5070,6.47409531860338,0,10030826559.8972,76.712,40,783121,83.3319396972656,0,High income,Europe & Central Asia
Cyprus,1992,0.494818342605478,5430,6.78232847453816,0,10973724157.856,76.866,40,800610,82.6861114501953,0,High income,Europe & Central Asia
Cyprus,1993,0.514906950751168,5690,6.94961832061069,0,11050540280.5287,77.017,40,818750,100.767013549805,0,High income,Europe & Central Asia
Cyprus,1994,0.506728378134673,5930,7.08394655861159,0,11702522013.5273,77.166,40,837104,104.238876342773,0,High income,Europe & Central Asia
Cyprus,1995,0.457372063189625,5800,6.78052492953515,0,12681141824.7803,77.312,40,855391,99.6909713745117,0,High income,Europe & Central Asia
Cyprus,1996,0.479770349811295,6160,7.05268677598331,0,12839476225.2875,77.456,40,873426,97.1577224731445,0,High income,Europe & Central Asia
Cyprus,1997,0.474255396209414,6250,7.01309485070524,0,13178553264.6638,77.598,50,891190,98.8619689941406,0,High income,Europe & Central Asia
Cyprus,1998,0.468396653562853,6550,7.20802016044723,0,13983874458.0635,77.738,50,908710,NA,0,High income,Europe & Central Asia
Cyprus,1999,0.463808531010429,6810,7.35382252990932,0,14682782969.0068,77.875,50,926049,100.718551635742,0,High income,Europe & Central Asia
Cyprus,2000,0.454409414055464,7070,7.49505983326407,0,15558656535.9692,78.009,50,943288,97.6595001220703,0,High income,Europe & Central Asia
Cyprus,2001,0.42847545603406,6930,7.21669023632838,0,16173621854.8983,78.139,50,960274,98.0424880981445,0,High income,Europe & Central Asia
Cyprus,2002,0.423825837111842,7110,7.27761810008107,0,16775758760.8416,78.264,50,976968,100.450119018555,0,High income,Europe & Central Asia
Cyprus,2003,0.451328677320513,7770,7.82034739653892,0,17215834912.4403,78.385,60,993562,101.184638977051,0,High income,Europe & Central Asia
Cyprus,2004,0.426410648080494,7710,7.63056580991875,0,18081161984.8306,78.506,60,1010410,87.5518264770508,0,High income,Europe & Central Asia
Cyprus,2005,0.415114132120925,7870,7.65819723896203,0,18958641469.9739,78.63,60,1027657,100.081802368164,0.0228466986520448,High income,Europe & Central Asia
Cyprus,2006,0.399953268005429,7940,7.59439430401298,0,19852319346.1998,78.764,60,1045508,101.146209716797,0.0214961306964746,High income,Europe & Central Asia
Cyprus,2007,0.394930999731964,8240,7.7464868178109,0,20864404175.9001,78.91,70,1063708,99.9516296386719,0.0615889960993636,High income,Europe & Central Asia
Cyprus,2008,0.388434101446519,8400,7.76650196751383,0,21625289769.149,79.071,70,1081568,100.246208190918,0.295333727111636,High income,Europe & Central Asia
Cyprus,2009,0.38604055740514,8180,7.44930511097006,0,21189483444.3918,79.245,70,1098089,103.16040802002,0.594439117929051,High income,Europe & Central Asia
Cyprus,2010,0.361762582208278,7820,7.0284743087693196,0,21616387057.6802,79.43,70,1112617,99.3164901733398,1.37166478767381,High income,Europe & Central Asia
Cyprus,2011,0.347875553809225,7550,6.71208361744857,0,21703163436.8318,79.621,70,1124837,101.733100891113,3.6112801785352,High income,Europe & Central Asia
Cyprus,2012,0.335002076246416,7020,6.18477136609441,0,20955094006.1528,79.812,60,1135046,100.064140319824,5.44837820648717,High income,Europe & Central Asia
Cyprus,2013,0.325811242074375,6380,5.57757639443781,0,19581890297.5226,79.999,60,1143866,98.3320693969727,7.62237762237762,High income,Europe & Central Asia
Cyprus,2014,0.351129495252795,6750,5.85786476923918,0,19223676994.5526,80.178,60,1152297,99.8253784179688,7.28735632183908,High income,Europe & Central Asia
Cyprus,2015,0.341692463061451,6780,5.83985867197479,NA,19842404304.8929,80.35,60,1160987,96.8190612792969,8.78005735715861,High income,Europe & Central Asia
Cyprus,2016,0.338543752138328,7150,6.11012409106563,NA,21119869898.1706,80.513,60,1170189,98.4673919677734,NA,High income,Europe & Central Asia
Cyprus,2017,0.328702202598993,7300,6.18809258403726,NA,22208552124.9329,80.672,60,1179685,101.269729614258,NA,High income,Europe & Central Asia
Cyprus,2018,0.30933860732519,7230,6.07940050216016,NA,23372446338.0658,80.828,60,1189262,101.87670135498,NA,High income,Europe & Central Asia
Czech Republic,1971,NA,NA,NA,0,NA,69.6770731707317,1624.9942280353,9826815,NA,NA,High income,Europe & Central Asia
Czech Republic,1972,NA,NA,NA,0,NA,70.1765853658537,1695.9884823699,9867632,NA,NA,High income,Europe & Central Asia
Czech Republic,1973,NA,NA,NA,0,NA,70.0226829268293,1728.1817014076,9922266,NA,NA,High income,Europe & Central Asia
Czech Republic,1974,NA,NA,NA,0,NA,70.0865853658537,1492.0983918311,9988459,NA,NA,High income,Europe & Central Asia
Czech Republic,1975,NA,NA,NA,0,NA,70.4146341463415,1470.204073939,10058620,NA,NA,High income,Europe & Central Asia
Czech Republic,1976,NA,NA,NA,0,NA,70.5326829268293,1531.900427637,10125939,NA,NA,High income,Europe & Central Asia
Czech Republic,1977,NA,NA,NA,0,NA,70.5734146341463,1624.438707995,10186755,NA,NA,High income,Europe & Central Asia
Czech Republic,1978,NA,NA,NA,0,NA,70.6439024390244,1721.230271309,10242098,NA,NA,High income,Europe & Central Asia
Czech Republic,1979,NA,NA,NA,0,NA,70.749512195122,1706.238856999,10292341,NA,NA,High income,Europe & Central Asia
Czech Republic,1980,NA,NA,NA,0,NA,70.2780487804878,1762.837145346,10304193,NA,NA,High income,Europe & Central Asia
Czech Republic,1981,NA,NA,NA,0,NA,70.7221951219512,1771.129851093,10300591,NA,NA,High income,Europe & Central Asia
Czech Republic,1982,NA,NA,NA,0,NA,70.8078048780488,1823.188910593,10314826,NA,NA,High income,Europe & Central Asia
Czech Republic,1983,NA,NA,NA,0.353038781310127,NA,70.5914634146341,1801.982113556,10323856,NA,NA,High income,Europe & Central Asia
Czech Republic,1984,NA,NA,NA,2.13532331449056,NA,70.8375609756098,1798.95940784,10330213,NA,NA,High income,Europe & Central Asia
Czech Republic,1985,NA,NA,NA,4.12415478054404,NA,71.0463414634146,1771.527524301,10337118,NA,NA,High income,Europe & Central Asia
Czech Republic,1986,NA,NA,NA,10.1458601458601,NA,70.9973170731707,1785.659681448,10342227,NA,NA,High income,Europe & Central Asia
Czech Republic,1987,NA,NA,NA,17.2052865136022,NA,71.4456097560976,1786.388739634,10347318,NA,NA,High income,Europe & Central Asia
Czech Republic,1988,NA,NA,NA,18.3666490502689,NA,71.6414634146342,1881.312140183,10355276,NA,NA,High income,Europe & Central Asia
Czech Republic,1989,NA,NA,NA,19.0661896792618,NA,71.6756097560976,1917.079450073,10361068,NA,NA,High income,Europe & Central Asia
Czech Republic,1990,1.2501867312032,150200,14.5354533934042,20.2100496218143,120142052583.973,71.3839024390244,830,10333355,NA,1.86443127619598,High income,Europe & Central Asia
Czech Republic,1991,1.28922747141209,136900,13.2802021772547,20.1200703174235,106187622460.491,71.8982926829268,770,10308578,NA,1.80603005074795,High income,Europe & Central Asia
Czech Republic,1992,1.26966714356348,134140,12.9991666927509,20.7426723335083,105649737161.441,72.2717073170732,770,10319123,NA,2.37397768257785,High income,Europe & Central Asia
Czech Republic,1993,1.23899000099779,130980,12.6797520391138,21.5279435332629,105715138858.682,72.7678048780488,760,10329855,96.6890182495117,2.60851774815017,High income,Europe & Central Asia
Czech Republic,1994,1.1463293994835,124710,12.0684134173351,22.2250766411482,108790719365.821,72.9726829268293,750,10333587,103.847312927246,3.05023206425868,High income,Europe & Central Asia
Czech Republic,1995,1.08041392625132,125180,12.1213259711949,20.1898472967396,115863001168.759,73.0748780487805,770,10327253,104.555526733398,3.97358646306232,High income,Europe & Central Asia
Czech Republic,1996,1.04912840597472,126740,12.2866736705425,20.1338075615374,120805040906.55,73.7146341463415,820,10315241,108.636138916016,3.54261003086662,High income,Europe & Central Asia
Czech Republic,1997,1.03836888372093,124790,12.1106767761396,19.4559073142626,120178870877.585,73.8248780487805,820,10304131,NA,3.41498357132846,High income,Europe & Central Asia
Czech Republic,1998,0.99306596476434,118920,11.5519420172554,20.3918049022035,119750353168.352,74.5146341463415,830,10294373,NA,3.06851943550384,High income,Europe & Central Asia
Czech Republic,1999,0.922098329238214,111950,10.8859902799144,20.8185913122087,121407876416.485,74.6682926829268,850,10283860,99.4656829833984,3.67524431490516,High income,Europe & Central Asia
Czech Republic,2000,0.975484659069689,123170,12.0106526893106,18.6391628149388,126265440317.089,74.9682926829268,700,10255063,99.3473434448242,3.1325863038498998,High income,Europe & Central Asia
Czech Republic,2001,0.943218811143057,122720,12.0118180158673,19.8682544386669,130107668072.565,75.1731707317073,710,10216605,99.4471130371094,3.47145512837783,High income,Europe & Central Asia
Czech Republic,2002,0.89693414538708,118530,11.6241028169694,24.6568853214027,132150170232.227,75.2219512195122,730,10196916,104.014030456543,3.94499638134088,High income,Europe & Central Asia
Czech Republic,2003,0.8968775586722,122770,12.0433612013657,31.2403400309119,136886020631.13,75.1707317073171,770,10193998,99.1799392700195,2.26888523956723,High income,Europe & Central Asia
Czech Republic,2004,0.860352525633746,123440,12.1054013292601,31.4178302900107,143476070938.564,75.7219512195122,790,10197101,99.7795486450195,3.27127342164936,High income,Europe & Central Asia
Czech Republic,2005,0.784581342653811,120000,11.7517835290136,30.1814941841305,152947812388.841,75.9243902439025,810,10211216,98.9374389648438,3.8227288816199,High income,Europe & Central Asia
Czech Republic,2006,0.738528521486243,120600,11.7786032783779,31.1353910153728,163297687890.645,76.5243902439024,830,10238905,93.8982009887695,4.2078083534559,High income,Europe & Central Asia
Czech Republic,2007,0.717136649825794,123630,12.0042785450927,29.8208832778816,172393922455.409,76.7243902439025,860,10298828,95.5989379882813,3.88541998997311,High income,Europe & Central Asia
Czech Republic,2008,0.668323179504326,118310,11.3928284018176,31.8758628969326,177025133390.924,76.9756097560976,850,10384603,98.5074615478516,4.47926045981151,High income,Europe & Central Asia
Czech Republic,2009,0.658666188840521,111170,10.6444543513097,33.3300666405331,168780486813.354,77.0780487804878,840,10443936,103.523277282715,5.70119560956488,High income,Europe & Central Asia
Czech Republic,2010,0.658973431774837,113930,10.8769849566706,32.8183608402101,172890126530.82,77.4243902439025,830,10474410,106.45677947998,6.91813578394599,High income,Europe & Central Asia
Czech Republic,2011,0.630806115745675,110980,10.5734631798057,32.5931133032175,175933614512.933,77.8731707317073,830,10496088,103.759140014648,8.35253987277588,High income,Europe & Central Asia
Czech Republic,2012,0.613969910270079,107170,10.196193719118,34.9810236829052,174552528075.614,78.0756097560976,810,10510785,100.990440368652,9.30358646625215,High income,Europe & Central Asia
Czech Republic,2013,0.588746407978185,102720,9.76957796031908,35.7466747279323,174472402052.95,78.1756097560976,800,10514272,99.7610397338867,10.8234117756488,High income,Europe & Central Asia
Czech Republic,2014,0.55907676671175,99750,9.47712222694416,35.6362226191595,178419147314.396,78.8243902439024,810,10525347,98.1607208251953,10.7784149666259,High income,Europe & Central Asia
Czech Republic,2015,0.537033248958247,100980,9.5751408180060409,32.488864142539,188033050459.881,78.5780487804878,830,10546059,96.0707931518555,11.4045705432362,High income,Europe & Central Asia
Czech Republic,2016,0.533495200134437,102860,9.73469317450937,NA,192803983942.274,79.0268292682927,850,10566332,97.0674667358398,NA,High income,Europe & Central Asia
Czech Republic,2017,0.5100372834048,103420,9.76172591693868,NA,202769490319.63,78.9780487804878,850,10594438,97.8440399169922,NA,High income,Europe & Central Asia
Czech Republic,2018,0.489736491341975,102480,9.64070499819002,NA,209255388993.343,79.0292682926829,850,10629928,98.5400619506836,NA,High income,Europe & Central Asia
Denmark,1971,0.417396958414292,57062.187,11.4972271507917,0,136709637791.281,73.4146341463415,448.027507192,4963126,95.6069488525391,NA,High income,Europe & Central Asia
Denmark,1972,0.419785551028382,59643.755,11.9488346011977,0,142081486258.605,73.4390243902439,455.3629716859,4991596,92.4930191040039,NA,High income,Europe & Central Asia
Denmark,1973,0.400725722512282,59266.054,11.801611792919,0,147896804897.978,73.6821951219512,547.8033147638,5021861,93.8387298583984,NA,High income,Europe & Central Asia
Denmark,1974,0.376637977540818,55078.34,10.9167686263068,0,146236819663.335,73.8082926829268,477.3107560344,5045297,92.6774673461914,NA,High income,Europe & Central Asia
Denmark,1975,0.387065620249993,55778.737,11.0237664584528,0,144106668435.121,74.0751219512195,527.9887702185,5059862,94.1885070800781,NA,High income,Europe & Central Asia
Denmark,1976,0.393955655861092,60135.133,11.8549028939028,0,152644421028.959,73.739756097561,603.52026081,5072596,101.278129577637,NA,High income,Europe & Central Asia
Denmark,1977,0.397735653206116,61847.622,12.1545851471744,0,155499315943.771,74.6324390243903,613.4101522925,5088419,100.748908996582,NA,High income,Europe & Central Asia
Denmark,1978,0.384483037149164,61117.889,11.9739262277225,0,158961210494.935,74.3929268292683,617.921842057,5104248,108.111351013184,NA,High income,Europe & Central Asia
Denmark,1979,0.38155442238073,62999.06,12.3121966244144,0,165111596943.141,74.2192682926829,674.5537965125,5116801,109.421157836914,NA,High income,Europe & Central Asia
Denmark,1980,0.367404926284129,60369.821,11.7840138262008,0,164314130489.675,74.1017073170732,628.119290476,5123027,102.228988647461,NA,High income,Europe & Central Asia
Denmark,1981,0.31729671427115,51789.041,10.1119423880012,0,163219594375.45,74.2304878048781,568.813948271,5121572,93.2762680053711,NA,High income,Europe & Central Asia
Denmark,1982,0.317288648465238,53695.881,10.491964531704,0,169233539427.689,74.5512195121951,572.31356986,5117810,91.280517578125,NA,High income,Europe & Central Asia
Denmark,1983,0.288984843686123,50175.561,9.81084223305764,0,173626963822.703,74.4204878048781,549.537487568,5114297,92.1761016845703,NA,High income,Europe & Central Asia
Denmark,1984,0.281218338260255,50861.29,9.9501332161102,0,180860502606.804,74.5621951219512,527.41848636,5111619,97.7724380493164,NA,High income,Europe & Central Asia
Denmark,1985,0.319363362272402,60072.794,11.7474430895414,0,188101708262.83,74.4275609756098,472.19813831,5113691,99.9839096069336,NA,High income,Europe & Central Asia
Denmark,1986,0.298505297664365,58903.021,11.5032965311821,0,197326551524.823,74.579756097561,477.7363283,5120534,97.0454330444336,NA,High income,Europe & Central Asia
Denmark,1987,0.294912173782185,58341.97,11.3793050315349,0,197828286475.179,74.6912195121951,477.85217654,5127024,98.4189910888672,NA,High income,Europe & Central Asia
Denmark,1988,0.278601070199554,55107.676,10.7432506302739,0,197801379443.834,74.7717073170732,463.766060624,5129516,102.338478088379,NA,High income,Europe & Central Asia
Denmark,1989,0.245059090405841,48785.768,9.5050900188092,0,199077569084.282,74.799756097561,437.463694077,5132594,97.652473449707,NA,High income,Europe & Central Asia
Denmark,1990,0.257803340907955,52080,10.1304450412658,0,202014449528.001,74.8053658536585,370,5140939,95.3696823120117,3.17527519051651,High income,Europe & Central Asia
Denmark,1991,0.306254278331362,62730,12.1704255361254,0,204829791576.421,75.1578048780488,460,5154298,97.7556610107422,2.89232453139964,High income,Europe & Central Asia
Denmark,1992,0.272986293002936,57010,11.0241580084194,0,208838324345.416,75.1941463414634,450,5171370,97.0169525146484,4.39846444140803,High income,Europe & Central Asia
Denmark,1993,0.283873490015169,59290,11.4269128563466,0,208860644214.547,75.1168292682927,450,5188628,99.2828369140625,4.73008771413434,High income,Europe & Central Asia
Denmark,1994,0.287229805328561,63190,12.1374981272257,0,219998060186.398,75.3751219512195,460,5206180,96.8434066772461,4.29543102173592,High income,Europe & Central Asia
Denmark,1995,0.264362240377034,59920,11.4495947451099,0,226658693444.805,75.2126829268293,450,5233373,NA,5.03563850046248,High income,Europe & Central Asia
Denmark,1996,0.314279314946167,73300,13.9272219999187,0,233232021689.227,75.5914634146342,500,5263074,NA,3.88003433989026,High income,Europe & Central Asia
Denmark,1997,0.264576779469821,63720,12.0567849595203,0,240837461729.208,75.9451219512195,510,5284991,NA,6.60950016924292,High income,Europe & Central Asia
Denmark,1998,0.242668342151769,59740,11.2627325530865,0,246179618941.138,76.1390243902439,470,5304219,101.62769317627,9.54685865784545,High income,Europe & Central Asia
Denmark,1999,0.224750091987748,56960,10.7031475634461,0,253437048662.499,76.3414634146341,570,5321799,101.449783325195,11.2512846865365,High income,Europe & Central Asia
Denmark,2000,0.200469331266614,52710,9.87149637726758,0,262932986641.725,76.5926829268293,490,5339616,100.146781921387,15.4550245471944,High income,Europe & Central Asia
Denmark,2001,0.203132941879596,53850,10.0489234216052,0,265097327404.035,76.7926829268293,510,5358783,101.358787536621,15.4947122902807,High income,Europe & Central Asia
Denmark,2002,0.202678147247634,53980,10.0410514941505,0,266333597050.533,76.8951219512195,490,5375931,105.415771484375,17.2805253646244,High income,Europe & Central Asia
Denmark,2003,0.221937597177889,59340,11.0081041462375,0,267372454034.624,77.1439024390244,500,5390574,NA,17.4901485298575,High income,Europe & Central Asia
Denmark,2004,0.196315907506315,53890,9.97127776123813,0,274506537368.942,77.4926829268293,500,5404523,100.657577514648,23.5557424077555,High income,Europe & Central Asia
Denmark,2005,0.178947252308421,50270,9.27587983390141,0,280920770514.868,77.8439024390244,450,5419432,100.359573364258,27.0705733046405,High income,Europe & Central Asia
Denmark,2006,0.199408575829538,58210,10.7057362589181,0,291913222677.846,78.0951219512195,480,5437272,102.039657592773,20.1727653416939,High income,Europe & Central Asia
Denmark,2007,0.181282782633469,53400,9.77764464230849,0,294567411335.295,78.1951219512195,470,5461438,101.755920410156,26.2107030216706,High income,Europe & Central Asia
Denmark,2008,0.17102347906748,50120,9.12330865198018,0,293059176864.39,78.4463414634146,440,5493621,100.970581054688,27.5726458378851,High income,Europe & Central Asia
Denmark,2009,0.17184579013877,47890,8.67086298533703,0,278680088475.415,78.5975609756098,410,5523095,97.9730224609375,27.6585218371217,High income,Europe & Central Asia
Denmark,2010,0.169711129662644,48180,8.68470675054793,0,283894168259.757,79.1,440,5547683,99.1199264526367,31.9823992589162,High income,Europe & Central Asia
Denmark,2011,0.149779691566929,43090,7.73529181563401,0,287689202382.588,79.8,400,5570572,99.6296691894531,40.2537682023333,High income,Europe & Central Asia
Denmark,2012,0.132516791371946,38210,6.83349870125968,0,288340817827.024,80.0512195121951,390,5591572,98.2584915161133,48.32741604508,High income,Europe & Central Asia
Denmark,2013,0.137373199991435,39980,7.12029994308034,0,291032020819.874,80.3,400,5614932,99.2784118652344,45.9603373341393,High income,Europe & Central Asia
Denmark,2014,0.120914987506716,35760,6.33652138088678,0,295744975353.148,80.7,390,5643475,98.7749786376953,55.9004474272931,High income,Europe & Central Asia
Denmark,2015,0.111010866959487,33600,5.91186777544685,0,302673070846.857,80.7024390243902,400,5683483,98.7380294799805,65.5059246208588,High income,Europe & Central Asia
Denmark,2016,0.113216830184611,35380,6.17666519436942,NA,312497708532.463,80.8536585365854,410,5728010,103.882690429688,NA,High income,Europe & Central Asia
Denmark,2017,0.103729800601453,33330,5.78145977956558,NA,321315569939.823,81.1024390243903,410,5764980,103.776397705078,NA,High income,Europe & Central Asia
Denmark,2018,0.101858890233576,33380,5.76149416359606,NA,327708263102.566,80.9536585365854,410,5793636,101.036628723145,NA,High income,Europe & Central Asia
Djibouti,1971,NA,161.348,0.952624991143755,NA,NA,49.827,2.58312491,169372,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1972,NA,190.684,1.06386516176905,NA,NA,50.442,2.707422448,179237,20.3812294006348,NA,Lower middle income,Middle East & North Africa
Djibouti,1973,NA,179.683,0.942876333506499,NA,NA,50.982,2.829187224,190569,20.4488792419434,NA,Lower middle income,Middle East & North Africa
Djibouti,1974,NA,194.351,0.947221951457257,NA,NA,51.442,3.10330739,205180,20.1965293884277,NA,Lower middle income,Middle East & North Africa
Djibouti,1975,NA,198.018,0.883310955182735,NA,NA,51.832,3.549387129,224177,20.4097309112549,NA,Lower middle income,Middle East & North Africa
Djibouti,1976,NA,198.018,0.796673586636412,NA,NA,52.177,3.648362224,248556,19.0667591094971,NA,Lower middle income,Middle East & North Africa
Djibouti,1977,NA,198.018,0.713650386345289,NA,NA,52.513,3.7341298,277472,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1978,NA,201.685,0.654804420664398,NA,NA,52.865,4.228512034,308008,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1979,NA,363.033,1.08019816710307,NA,NA,53.241,5.508459564,336080,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1980,NA,348.365,0.970484176509918,NA,NA,53.639,5.638126674,358960,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1981,NA,300.694,0.801991817226499,NA,NA,54.049,4.027519132,374934,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1982,NA,348.365,0.904214728448768,NA,NA,54.451,4.208826538,385268,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1983,NA,348.365,0.884624174707974,NA,NA,54.828,3.630730416,393800,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1984,NA,352.032,0.867035451630223,NA,NA,55.174,3.249022518,406018,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1985,NA,359.366,0.844359128587808,NA,NA,55.488,3.306115528,425608,NA,NA,Lower middle income,Middle East & North Africa
Djibouti,1986,NA,377.701,0.831283192365508,NA,NA,55.772,3.390099922,454359,26.2585697174072,NA,Lower middle income,Middle East & North Africa
Djibouti,1987,NA,388.702,0.792724187650534,NA,NA,56.032,3.501395192,490337,29.0872592926025,NA,Lower middle income,Middle East & North Africa
Djibouti,1988,NA,348.365,0.658543685833272,NA,NA,56.271,3.178981986,528993,27.4112091064453,NA,Lower middle income,Middle East & North Africa
Djibouti,1989,NA,388.702,0.689365173670536,NA,NA,56.488,5.438422752,563855,30.5102596282959,NA,Lower middle income,Middle East & North Africa
Djibouti,1990,NA,330,0.558949716544742,NA,NA,56.678,10,590393,28.5150108337402,0,Lower middle income,Middle East & North Africa
Djibouti,1991,NA,340,0.560276710780218,NA,NA,56.831,10,606843,24.49827003479,0,Lower middle income,Middle East & North Africa
Djibouti,1992,NA,340,0.552800585318267,NA,NA,56.943,10,615050,27.5252990722656,0,Lower middle income,Middle East & North Africa
Djibouti,1993,NA,340,0.549713502257059,NA,NA,57.017,10,618504,24.7053508758545,0,Lower middle income,Middle East & North Africa
Djibouti,1994,NA,330,0.530236324723152,NA,NA,57.056,10,622364,27.8788299560547,0,Lower middle income,Middle East & North Africa
Djibouti,1995,NA,330,0.523489613490169,NA,NA,57.065,10,630385,30.1539897918701,0,Lower middle income,Middle East & North Africa
Djibouti,1996,NA,340,0.528238216792072,NA,NA,57.05,10,643649,27.6191692352295,0,Lower middle income,Middle East & North Africa
Djibouti,1997,NA,350,0.52961453141219506,NA,NA,57.022,10,660858,24.8395004272461,0,Lower middle income,Middle East & North Africa
Djibouti,1998,NA,350,0.514354154879384,NA,NA,56.998,10,680465,NA,0,Lower middle income,Middle East & North Africa
Djibouti,1999,NA,350,0.500019286458192,NA,NA,56.992,10,699973,23.4395904541016,0,Lower middle income,Middle East & North Africa
Djibouti,2000,NA,370,0.515624107238666,NA,NA,57.022,10,717577,26.6926898956299,0,Lower middle income,Middle East & North Africa
Djibouti,2001,NA,380,0.518404024997988,NA,NA,57.1,10,733019,26.4159603118896,0,Lower middle income,Middle East & North Africa
Djibouti,2002,NA,400,0.535513229184935,NA,NA,57.235,10,746947,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2003,NA,410,0.53973005598712,NA,NA,57.427,10,759639,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2004,NA,400,0.518403989637104,NA,NA,57.682,10,771599,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2005,NA,430,0.548995975731824,NA,NA,57.991,10,783248,33.6045684814453,0,Lower middle income,Middle East & North Africa
Djibouti,2006,NA,430,0.541184110834506,NA,NA,58.34,10,794554,38.2515716552734,0,Lower middle income,Middle East & North Africa
Djibouti,2007,NA,470,0.583520390933831,NA,NA,58.719,10,805456,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2008,NA,470,0.57572568998274,NA,NA,59.124,10,816361,44.6627082824707,0,Lower middle income,Middle East & North Africa
Djibouti,2009,NA,460,0.555676354763113,NA,NA,59.561,10,827820,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2010,NA,520,0.618904681537835,NA,NA,60.062,10,840194,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2011,NA,480,0.562277505034141,NA,NA,60.667,10,853671,50.7826194763184,0,Lower middle income,Middle East & North Africa
Djibouti,2012,NA,510,0.587465558391773,NA,NA,61.395,10,868136,NA,0,Lower middle income,Middle East & North Africa
Djibouti,2013,0.265682964176377,560,0.633989059160236,NA,2107775339.43891,62.239,10,883296,50.6983108520508,0,Lower middle income,Middle East & North Africa
Djibouti,2014,0.203844976549902,460,0.511846463864196,NA,2256616806.48475,63.171,10,898707,59.9770698547363,0,Lower middle income,Middle East & North Africa
Djibouti,2015,0.222195890909437,540,0.590810920811643,NA,2430287967.02678,64.136,10,913998,65.5961303710938,0,Lower middle income,Middle East & North Africa
Djibouti,2016,0.189045651096223,490,0.527382450218864,NA,2591966528.50053,65.064,10,929117,67.3525085449219,NA,Lower middle income,Middle East & North Africa
Djibouti,2017,0.172034316203078,470,0.497828619849592,NA,2732013067.93459,65.893,10,944100,62.976318359375,NA,Lower middle income,Middle East & North Africa
Djibouti,2018,0.165444878150008,490,0.51098993349831,NA,2961711510.68044,66.582,10,958923,66.3802871704102,NA,Lower middle income,Middle East & North Africa
Dominica,1971,NA,25.669,0.358660872724224,NA,NA,NA,0.507963923,71569,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1972,NA,25.669,0.357850859461042,NA,NA,NA,0.517332743,71731,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1973,NA,25.669,0.357810953595673,NA,NA,NA,0.537156871,71739,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1974,NA,29.336,0.408499735427632,NA,NA,NA,0.526945223,71814,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1975,NA,29.336,0.406947064698702,NA,NA,NA,0.543358173,72088,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1976,NA,29.336,0.403732349783931,NA,NA,NA,0.548641069,72662,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1977,0.121071719369038,25.669,0.349509143145024,NA,212014830.001368,NA,0.523852229,73443,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1978,0.109531734272216,25.669,0.345570813139472,NA,234352173.555526,NA,0.605830086,74280,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1979,0.172495447079784,33.003,0.440274813233725,NA,191326788.960031,NA,0.59854986,74960,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1980,0.169038832766678,36.67,0.486869008736292,NA,216932401.861856,NA,0.5991931069,75318,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1981,0.15252174785109,36.67,0.486894866824229,NA,240424729.696919,NA,0.6774440571,75314,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1982,0.161123264250445,40.337,0.53774062816616,NA,250348701.583537,71.4634146341463,0.655579258,75012,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1983,0.157107106938748,40.337,0.541552548198271,NA,256748410.596895,NA,0.645071498,74484,NA,NA,Upper middle income,Latin America & Caribbean
Dominica,1984,0.164486647526676,44.004,0.595888741434878,NA,267523234.631331,NA,0.680632404,73846,NA,NA,Upper middle income,Latin America & Caribbean
