"CountryCode","SeriesCode","DESCRIPTION",
"HIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"HIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"HIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HKG","ST.INT.TRNR.CD","Compiled from data reported by the country. The expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF) (Source: HKTB Visitors Survey).",
"HKG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"HKG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"HKG","SP.DYN.TFRT.IN","Data source: Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.DYN.LE00.MA.IN","Data source: Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.POP.GROW","Data source: Census and Statistics Department",
"HKG","IT.NET.BBND.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HKG","ST.INT.TVLX.CD","Compiled from data reported by the country. Source: Census and Statistics Department.",
"HKG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"HKG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HKG","SM.POP.TOTL","Estimates are derived from data on foreign-born population. As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Hong Kong because of its change in status.",
"HKG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"HKG","ST.INT.TVLR.CD","Compiled from data reported by the country. The expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF) (Source: HKTB Visitors Survey).",
"HKG","SP.DYN.CDRT.IN","Data source: Census and Statistics Department",
"HKG","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF) (Source: HKTB Visitors Survey).",
"HKG","IT.CEL.SETS.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.NET.BBND","Office of the Telecommunications Authority (OFTA).",
"HKG","SP.DYN.LE00.FE.IN","Data source: Census and Statistics Department, United Nations World Population Prospects",
"HKG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HKG","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"HKG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HKG","SP.POP.TOTL","Data source: Census and Statistics Department",
"HKG","IT.MLT.MAIN.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.NET.USER.ZS","Office of the Telecommunications Authority (OFTA).",
"HKG","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HKG","IT.MLT.MAIN","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.CEL.SETS","Office of the Telecommunications Authority (OFTA).",
"HKG","SP.DYN.CBRT.IN","Data source: Census and Statistics Department",
"HND","SP.POP.GROW","Data source: United Nations World Population Prospects",
"HND","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HND","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HND","IT.NET.USER.ZS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","MS.MIL.XPND.CD","2000-2005 SIPRI estimates.",
"HND","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"HND","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HND","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"HND","IT.CEL.SETS.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.MLT.MAIN","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"HND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"HND","IT.CEL.SETS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","IT.NET.BBND.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HND","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"HND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"HND","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"HND","MS.MIL.XPND.CN","2000-2005 SIPRI estimates.",
"HND","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"HND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"HND","MS.MIL.XPND.ZS","2000-2005 & 2017-2018 SIPRI estimates.",
"HND","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and not participating in 2020",
"HND","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"HND","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"HND","IT.MLT.MAIN.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.NET.BBND","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"HND","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HRV","IT.MLT.MAIN","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HRV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. The expenditure figures are those provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"HRV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HRV","IS.RRS.GOOD.MT.K6","Source: OECD",
"HRV","SP.DYN.CBRT.IN","Data source: Croatian Bureau of Statistics, Eurostat",
"HRV","MS.MIL.XPND.CN","1992-2003 SIPRI estimates.",
"HRV","IT.NET.BBND.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HRV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HRV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"HRV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. The expenditure figures are those provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"HRV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HRV","SP.DYN.LE00.MA.IN","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","IT.CEL.SETS","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SP.POP.GROW","Data source: Croatian Bureau of Statistics, Eurostat",
"HRV","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"HRV","MS.MIL.XPND.CD","1992-2003 SIPRI estimates.",
"HRV","IT.NET.USER.ZS","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SP.DYN.TFRT.IN","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"HRV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HRV","SP.POP.TOTL","Data source: Croatian Bureau of Statistics, Eurostat",
"HRV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"HRV","IS.RRS.PASG.KM","Source: OECD",
"HRV","SP.DYN.LE00.FE.IN","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","MS.MIL.XPND.ZS","1992-2003 SIPRI estimates.",
"HRV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"HRV","IT.MLT.MAIN.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","IT.CEL.SETS.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SP.DYN.CDRT.IN","Data source: Croatian Bureau of Statistics, Eurostat",
"HRV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HRV","IT.NET.BBND","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HTI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"HTI","IT.MLT.MAIN","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.CEL.SETS","Conseil National des Télécommunications (CONATEL).",
"HTI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HTI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HTI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"HTI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"HTI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HTI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"HTI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"HTI","IT.NET.BBND","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.NET.BBND.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"HTI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"HTI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HTI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"HTI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover Inter-American Development Bank loans. Short-term debt is World Bank staff estimates based on Central Bank data. Data include the effects of Paris Club restructuring agreements signed in 2006 and 2009 and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020",
"HTI","IT.MLT.MAIN.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HTI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"HTI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HTI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"HTI","IT.NET.USER.ZS","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.CEL.SETS.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"HTI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"HUN","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","SP.DYN.CDRT.IN","Data source: Eurostat",
"HUN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"HUN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","IT.MLT.MAIN","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","SP.POP.TOTL","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.TFRT.IN","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"HUN","SP.POP.GROW","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","IT.CEL.SETS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HUN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","IT.CEL.SETS.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"HUN","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","IS.RRS.PASG.KM","Source: OECD",
"HUN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"HUN","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HUN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IS.RRS.GOOD.MT.K6","Source: OECD",
"HUN","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","SP.DYN.CBRT.IN","Data source: Eurostat",
"HUN","IT.NET.BBND.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","MS.MIL.XPND.CD","1960-1989 SIPRI estimates.",
"HUN","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"HUN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"HUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HUN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Hungarian Central Statistical Office",
"HUN","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"HUN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","IT.MLT.MAIN.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","IT.NET.BBND","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IDN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"IDN","IT.MLT.MAIN","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IDN","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"IDN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","MS.MIL.XPND.CD","1974-1994 SIPRI estimates.",
"IDN","IS.RRS.TOTL.KM","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IDN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IDN","IT.NET.BBND","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IDN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IDN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IDN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book",
"IDN","MS.MIL.XPND.ZS","1993-1994 SIPRI estimates.",
"IDN","MS.MIL.XPND.CN","1974-1994 SIPRI estimates.",
"IDN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book",
"IDN","IT.NET.BBND.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"IDN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"IDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IDN","IT.CEL.SETS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IMN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"IMN","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"IMN","SP.DYN.TFRT.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.LE00.MA.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.LE00.FE.IN","Data source: CIA World Fact book",
"IMN","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"IMN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IMN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"IMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IND","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"IND","IT.MLT.MAIN","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.CEL.SETS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2014 including nationals residing abroad.",
"IND","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IND","MS.MIL.XPND.CD","1960-1987 SIPRI estimates.",
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IND","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
